code_parametre,nom_canonique,symbole,unite_standard,type_metier,theme,sous_theme,regle_parsing,attributs_obligatoires,attributs_optionnels,variantes_associees,statut_validation,flag,justification_decision,source_decision,commentaire_migration
NI,Ni,Ni,mg/L,métaux lourds,Nickel,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Ni | Nickel | Nickel(mg)/l,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NITRATES,Nitrates,Nitrates,mg/L,métaux lourds,Nitrates (forme longue),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Nitrates,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NIVEAU_EAU,Niveau_eau,Niveau_eau,m NGM,hydrologie,Niveau eau (m NGM),à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Niveau_eau | niveau_eau_m_ngm,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NIVEAU_PIEZOM,Niveau_piezom,Niveau_piezom,m,hydrologie,Niveau piézométrique (m),à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,niv_piezometrique_m | Niveau_piezom,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NO2,NO2-,NO2-,mg/L,physico-chimie,Nitrites,nitrites,numeric_decimal_comma + conversion_ugL_vers_mgL_si_detectee + limites_detection + quarantine_non_convertible,methode_analyse,conversion_unite_si_ug_L,Nitrites | NO2_ | NO2- | NO2- _Spectro.,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NO3,NO3-,NO3-,mg/L,physico-chimie,Nitrates,nitrates,numeric_decimal_comma + limites_detection + quarantine_non_convertible,methode_analyse,forme_chimique,Nitrates | NO3- | NO3_ | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NTK,NTK,NTK,mg/L,physico-chimie,Azote total Kjeldahl,azote Kjeldahl,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,ne_pas_fusionner_azote_total,Azote_tot_kjeld | Azote_tot_kjeldhal | NTK | NTK Spectr | NTK Titri,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
NUMEROTATION,Numerotation,Numerotation,— (code),physico-chimie,Numérotation / Code station,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Numerotation | Numerotation_GT,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
N_ORG,N_org,N_org,mg/L,physico-chimie,Azote organique,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Azote_Org | N_org,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
N_TOT,N_tot,N_tot,mg/L,physico-chimie,Azote total,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Azote_Total | N_tot,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
O2_DISSOUS,O2_dissous,O2_dissous,mg/L,physico-chimie,Oxygène dissous,oxygène dissous,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,,source_mesure,O2_diss | o2_dissous | O2_dissous | O2dissous(mgd'O2/l) | Oxygene_dissous | Oxygène dissous,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
ODEUR,Odeur,Odeur,— (qualitatif),physico-chimie,Odeur,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Odeur,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
OH,OH-,OH-,mg/L,physico-chimie,Ions hydroxyde,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,OH | OH-,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PB,Pb,Pb,mg/L,métaux lourds,Plomb,plomb,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Pb | Plomb | Plomb(mg/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PERIMETRE,Perimetre,Perimetre,km,physico-chimie,Périmètre du bassin (km),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,perimetre | Perimetre,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PH,pH,pH,— (sans unité),physico-chimie,Potentiel hydrogène,in situ,numeric_decimal_comma + limites_detection + quarantine_non_convertible,source_mesure,methode_analyse,pH | ph | pH au laboratoire,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PHENOL,Phenol,Phenol,mg/L,pollution / physico-chimie,Phénols (indice phénol),phénols,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,methode_analyse,,indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l) | Ph�nol | phenol | Phénol | Phenol,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PHEOPIGMENT,Pheopigment,Pheopigment,µg/L,physico-chimie,Phéopigments (dégradation chlorophylle),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Pheopigment,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PO4,PO4³-,PO4³-,mg/L,physico-chimie,Orthophosphates,orthophosphates,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Orthophosphates | PO3 | PO4 3- | PO43_ | PO43- | PO4³- | PO43-(mgP/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PRECIPITATION,Precip_jr,Precip_jr,mm/jour,météo,Précipitation journalière,journalière,numeric_decimal_comma + null_non_migre + type_valeur + flags_series_temporelles + quarantine_non_convertible,time_step;source_donnee;type_valeur,,P | p_annuelle | p_max | PRECIP | Precip_jr | Precipitation | Précipitation | Précipitation annuelle | precipitation annuelle | precipitation_jr | precipitation max | Précipitation maximale | val_observees | val_power_nasa | val_remplies,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PROFONDEUR,Profondeur,Profondeur,m,physico-chimie,Profondeur totale,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,profond_tot_m | Profondeur,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PSEUDO_AER,Pseudo_aer,Pseudo_aer,UFC/100 mL,physico-chimie,Pseudomonas aeruginosa,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Pseudo_aer,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PT,PT,PT,mg/L,physico-chimie,Phosphore total,phosphore total,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,ne_pas_fusionner_PO4,Phosphore_Total | Phosphore total | Phosphore_total | PT | PT décant. 2h | PT  décant. 2h | PT DECANTE | PT(mgP/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PTD,PTD,PTD,mg/L,physico-chimie,Phosphore total dissous,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,PTD,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
PTP,PTP,PTP,mg/L,physico-chimie,Phosphore total particulaire,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,PTP,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
P_ANNUELLE,P_annuelle,P_annuelle,mm/an,physico-chimie,Précipitation annuelle,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,p_annuelle | P_annuelle,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
P_MAX,P_max,P_max,mm,physico-chimie,Précipitation maximale,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,P_max | p_max,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
QUANTITE_TJ,Quantite_tj,Quantite_tj,t/jour,physico-chimie,Quantité journalière (t/j),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,quantite_t_j | Quantite_tj,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
RESIDUS_SECS,Residus_secs,RS185,mg/L,physico-chimie,Résidus secs,à confirmer,numeric_decimal_comma + attribution_temperature_reference + quarantine_non_convertible,temperature_reference,source_mesure,RS  mesuré | RS mesuré | RS  mesuré_à 105 °C | RS mesuré_à 105 °C | RS105 | RS185,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
RESTITUTION,Restitution,Restitution,Mm³,physico-chimie,Restitutions en eau (Mm³),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Restitution | restitutions_mm3,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Apports_mm3=apports_hm*1000
S2,S²-,S²-,mg/L,physico-chimie,Sulfures,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,S | S²- | S2,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SATURATION_OXYGENE,sat,sat,%,physico-chimie,Saturation en oxygène (%),saturation,numeric_decimal_comma + lien_O2 + limites_detection + quarantine_non_convertible,parametre_lie_O2,source_mesure,SAT | sat | Saturation | Saturation_oxygene,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SAVEUR,Saveur,Saveur,— (qualitatif),physico-chimie,Saveur,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Saveur,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SB,Sb,Sb,mg/L,physico-chimie,Antimoine,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Sb,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SE,Se,Se,mg/L,physico-chimie,Sélénium,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Se | Selenium | Sélénium | Sélénium(mg/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SF,SF,SF,UFC/100 mL,physico-chimie,Streptocoques Fécaux (Entérocoques),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,SF,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SIO2,Silice,SiO2,mg/L,physico-chimie,Silice,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,SiO2 | SiO2(mg/l),VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SIO3,Silicates,SiO3,mg/L,physico-chimie,Silicates,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,SiO3,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SN,Sn,Sn,mg/L,physico-chimie,Étain,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Sn,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SO3,SO3²-,SO3²-,mg/L,physico-chimie,Sulfites,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,SO3 | SO3²-,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SO4,SO4²-,SO4²-,mg/L,physico-chimie,Sulfates,anions,numeric_decimal_comma + limites_detection + quarantine_non_convertible,methode_analyse,,SO4 | SO4-- | SO4(mg/l) | SO4²- | SO42-_IC | Sulfates,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SOM_ANIONS,Som_anions,Som_anions,meq/L ou mg/L,métaux lourds,Somme des anions,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Som_anions | somme anions_meq/l | somme anions_meq/l3 | somme anions_mg/l | somme anions_mg/l4,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SOM_CATIONS,Som_cations,Som_cations,meq/L ou mg/L,physico-chimie,Somme des cations,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Som_cations | Somme cations_meq/l | Somme cations_mg/l,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SR,Sr,Sr,mg/L,physico-chimie,Strontium,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Sr,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SUPERFICIE_HA,Superficie_ha,Superficie_ha,ha,physico-chimie,Superficie (ha),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,sup_occupee_ha | sup_tot_ha | Superficie_ha | superficie_ha,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
SUPERFICIE_KM2,Superficie_km2,Superficie_km2,km²,physico-chimie,Superficie (km²),à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Superficie_km2 | superficie_km2 | surface_km2,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
TA,Titre_Alcalimetrique,TA,meq/L,physico-chimie,Titre Alcalimétrique (teneur en OH⁻ + ½CO3²⁻),à confirmer,numeric_decimal_comma + conversion_degre_francais_si_necessaire + quarantine_non_convertible,,,TA | TA_°F | TA_meq/l | TA/Tas_°F | TA/Tas_meq/l,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Convertir TAC(meq/L)=TAC(∘F)​/5
TAC,Titre_Alcalimetrique_Complet,TAC,meq/L,physico-chimie,Titre Alcalimétrique Complet (teneur totale en bases),à confirmer,numeric_decimal_comma + conversion_degre_francais_si_necessaire + quarantine_non_convertible,,,TAC | TAC_°F | TAC_meq/l | TAC/TACs_°F | TAC/TACs_meq/l,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Convertir TAC(meq/L)=TAC(∘F)​/5
TH,Titre_Hydrotimetrique,TH,meq/L,physico-chimie,Titre Hydrotimétrique (dureté totale Ca²⁺ + Mg²⁺),à confirmer,numeric_decimal_comma + conversion_degre_francais_si_necessaire + quarantine_non_convertible,,,TH,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
TL,Tl,Tl,mg/L,physico-chimie,Thallium,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Tl,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
TRANSFERT,Transfert,Transfert,Mm³,hydrologie,Transferts en eau (Mm³),à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,Transfert | transfert_mm3,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
TURBIDITE,Turbidite,Turbidite,NTU,physico-chimie,Turbidité,in situ,numeric_decimal_comma + quarantine_non_convertible,,,Turb | Turbidite | turbidite | Turbidité,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
T_AIR,T_air,T_air,°C,météo,Température de l'air,air,numeric_decimal_comma + timestep + quarantine_non_convertible,time_step;type_valeur,source_donnee,T_air | t_air | T_Air | T max | T min | T moy | Temperature_air | Temperature_Ambiante | temperature_jr | Température max | Temperature max | Temperature min | Température min | Temperature moyenne | Température moyenne,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
T_EAU,T_eau,T_eau,°C,physico-chimie,Température de l'eau,eau,numeric_decimal_comma + quarantine_non_convertible,,source_mesure,t_eau | T_eau | Température eau | Temperature_eau,VALID_WITH_QA,VALID_WITH_QA,Paramètre normalisé dans le retour métier et consolidé pour pré-migration.,retour equipe metier.xlsx + validations metier session,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ALUMINIUM,Aluminium,Aluminium,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Aluminium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_AMMONIA_N,Ammonia N,Ammonia N,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Ammonia N,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ANNEE_HYDROLOGIQUE_CALCULEE,annee_hydrologique_calculee,annee_hydrologique_calculee,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,annee_hydrologique_calculee,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ANNEE_HYDROLOGIQUE_DEBUT_MOIS,annee_hydrologique_debut_mois,annee_hydrologique_debut_mois,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,annee_hydrologique_debut_mois,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ANTIMOINE,Antimoine,Antimoine,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Antimoine,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ARGENT,Argent,Argent,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Argent,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_A_B_C_D,A-B-C-D,A-B-C-D,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,A-B-C-D,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_A_B_C_D_H_E,A-B-C-D-H-E,A-B-C-D-H-E,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,A-B-C-D-H-E,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_BARYUM,Baryum,Baryum,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Baryum,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_BERYLLIUM,Beryllium,Beryllium,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Beryllium,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_BORE_MG_L,Bore(mg/l),Bore(mg/l),mg/l,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Bore(mg/l),NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_CBOD_U,CBOD_U,CBOD_U,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,CBOD_U,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_CBOD_ULTIMATE,CBOD (Ultimate),CBOD (Ultimate),à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,CBOD (Ultimate),NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_CHROME_TOTAL,Chrome_total,Chrome_total,à confirmer,métaux lourds,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Chrome_total,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_DISSOLVED_OXYGEN,Dissolved Oxygen,Dissolved Oxygen,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Dissolved Oxygen,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_DO,DO,DO,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,DO,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_ETAIN,Etain,Etain,à confirmer,physico-chimie,à confirmer,à confirmer,numeric_decimal_comma + limites_detection + quarantine_non_convertible,,,Etain,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
UNREC_EVAPO,EVAPO,EVAPO,mm,météo,à confirmer,à confirmer,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,,,EVAPO,NON_RECONNU,PARAMETRE_A_VALIDER,Paramètre observé sans rattachement métier confirmé.,docs/42 + docs/39,Seuil ABH à charger depuis docs/40 si applicable.
